# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-09-25 19:37:02 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05567500 MACKINAW RIVER NEAR CONGERVILLE, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05567500
#            TS   parameter     Description
#         50673       00060     Discharge, cubic feet per second
#         50674       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	50673_00060	50673_00060_cd	50674_00065	50674_00065_cd
USGS	05567500	2017-02-10 01:00	CST	409	A	2.45	A
USGS	05567500	2017-02-10 01:15	CST	405	A	2.44	A
USGS	05567500	2017-02-10 01:30	CST	409	A	2.45	A
USGS	05567500	2017-02-10 01:45	CST	402	A	2.43	A
USGS	05567500	2017-02-10 02:00	CST	402	A	2.43	A
USGS	05567500	2017-02-10 02:15	CST	393	A	2.40	A
USGS	05567500	2017-02-10 02:30	CST	399	A	2.42	A
USGS	05567500	2017-02-10 02:45	CST	399	A	2.42	A
USGS	05567500	2017-02-10 03:00	CST	396	A	2.41	A
USGS	05567500	2017-02-10 03:15	CST	396	A	2.41	A
USGS	05567500	2017-02-10 03:30	CST	386	A	2.38	A
USGS	05567500	2017-02-10 03:45	CST	386	A	2.38	A
USGS	05567500	2017-02-10 04:00	CST	383	A	2.37	A
USGS	05567500	2017-02-10 04:15	CST	377	A	2.35	A
USGS	05567500	2017-02-10 04:30	CST	380	A	2.36	A
USGS	05567500	2017-02-10 04:45	CST	377	A	2.35	A
USGS	05567500	2017-02-10 05:00	CST	377	A	2.35	A
USGS	05567500	2017-02-10 05:15	CST	371	A	2.33	A
USGS	05567500	2017-02-10 05:30	CST	380	A	2.36	A
USGS	05567500	2017-02-10 05:45	CST	371	A	2.33	A
USGS	05567500	2017-02-10 06:00	CST	374	A	2.34	A
USGS	05567500	2017-02-10 06:15	CST	371	A	2.33	A
USGS	05567500	2017-02-10 06:30	CST	365	A	2.31	A
USGS	05567500	2017-02-10 06:45	CST	368	A	2.32	A
USGS	05567500	2017-02-10 07:00	CST	359	A	2.29	A
USGS	05567500	2017-02-10 07:15	CST	368	A	2.32	A
USGS	05567500	2017-02-10 07:30	CST	362	A	2.30	A
USGS	05567500	2017-02-10 07:45	CST	359	A	2.29	A
USGS	05567500	2017-02-10 08:00	CST	353	A	2.28	A
USGS	05567500	2017-02-10 08:15	CST	347	A	2.26	A
USGS	05567500	2017-02-10 08:30	CST	344	A	2.25	A
USGS	05567500	2017-02-10 08:45	CST	350	A	2.27	A
USGS	05567500	2017-02-10 09:00	CST	347	A	2.26	A
USGS	05567500	2017-02-10 09:15	CST	347	A	2.26	A
USGS	05567500	2017-02-10 09:30	CST	347	A	2.26	A
USGS	05567500	2017-02-10 09:45	CST	350	A	2.27	A
USGS	05567500	2017-02-10 10:00	CST	350	A	2.27	A
USGS	05567500	2017-02-10 10:15	CST	347	A	2.26	A
USGS	05567500	2017-02-10 10:30	CST	347	A	2.26	A
USGS	05567500	2017-02-10 10:45	CST	347	A	2.26	A
USGS	05567500	2017-02-10 11:00	CST	350	A	2.27	A
USGS	05567500	2017-02-10 11:15	CST	353	A	2.28	A
USGS	05567500	2017-02-10 11:30	CST	359	A	2.29	A
USGS	05567500	2017-02-10 11:45	CST	368	A	2.32	A
USGS	05567500	2017-02-10 12:00	CST	368	A	2.32	A
USGS	05567500	2017-02-10 12:15	CST	374	A	2.34	A
USGS	05567500	2017-02-10 12:30	CST	377	A	2.35	A
USGS	05567500	2017-02-10 12:45	CST	380	A	2.36	A
USGS	05567500	2017-02-10 13:00	CST	371	A	2.33	A
USGS	05567500	2017-02-10 13:15	CST	383	A	2.37	A
USGS	05567500	2017-02-10 13:30	CST	380	A	2.36	A
USGS	05567500	2017-02-10 13:45	CST	380	A	2.36	A
USGS	05567500	2017-02-10 14:00	CST	374	A	2.34	A
USGS	05567500	2017-02-10 14:15	CST	377	A	2.35	A
USGS	05567500	2017-02-10 14:30	CST	371	A	2.33	A
USGS	05567500	2017-02-10 14:45	CST	374	A	2.34	A
USGS	05567500	2017-02-10 15:00	CST	377	A	2.35	A
USGS	05567500	2017-02-10 15:15	CST	377	A	2.35	A
USGS	05567500	2017-02-10 15:30	CST	393	A	2.40	A
USGS	05567500	2017-02-10 15:45	CST	390	A	2.39	A
USGS	05567500	2017-02-10 16:00	CST	393	A	2.40	A
USGS	05567500	2017-02-10 16:15	CST	390	A	2.39	A
USGS	05567500	2017-02-10 16:30	CST	396	A	2.41	A
USGS	05567500	2017-02-10 16:45	CST	390	A	2.39	A
USGS	05567500	2017-02-10 17:00	CST	393	A	2.40	A
USGS	05567500	2017-02-10 17:15	CST	390	A	2.39	A
USGS	05567500	2017-02-10 17:30	CST	386	A	2.38	A
USGS	05567500	2017-02-10 17:45	CST	390	A	2.39	A
USGS	05567500	2017-02-10 18:00	CST	383	A	2.37	A
USGS	05567500	2017-02-10 18:15	CST	386	A	2.38	A
USGS	05567500	2017-02-10 18:30	CST	383	A	2.37	A
USGS	05567500	2017-02-10 18:45	CST	383	A	2.37	A
USGS	05567500	2017-02-10 19:00	CST	380	A	2.36	A
USGS	05567500	2017-02-10 19:15	CST	380	A	2.36	A
USGS	05567500	2017-02-10 19:30	CST	380	A	2.36	A
USGS	05567500	2017-02-10 19:45	CST	380	A	2.36	A
USGS	05567500	2017-02-10 20:00	CST	380	A	2.36	A
USGS	05567500	2017-02-10 20:15	CST	383	A	2.37	A
USGS	05567500	2017-02-10 20:30	CST	383	A	2.37	A
USGS	05567500	2017-02-10 20:45	CST	383	A	2.37	A
USGS	05567500	2017-02-10 21:00	CST	383	A	2.37	A
USGS	05567500	2017-02-10 21:15	CST	383	A	2.37	A
USGS	05567500	2017-02-10 21:30	CST	383	A	2.37	A
USGS	05567500	2017-02-10 21:45	CST	386	A	2.38	A
USGS	05567500	2017-02-10 22:00	CST	386	A	2.38	A
USGS	05567500	2017-02-10 22:15	CST	390	A	2.39	A
USGS	05567500	2017-02-10 22:30	CST	390	A	2.39	A
USGS	05567500	2017-02-10 22:45	CST	390	A	2.39	A
USGS	05567500	2017-02-10 23:00	CST	393	A	2.40	A
USGS	05567500	2017-02-10 23:15	CST	393	A	2.40	A
USGS	05567500	2017-02-10 23:30	CST	396	A	2.41	A
USGS	05567500	2017-02-10 23:45	CST	393	A	2.40	A
USGS	05567500	2017-02-11 00:00	CST	393	A	2.40	A
USGS	05567500	2017-02-11 00:15	CST	396	A	2.41	A
USGS	05567500	2017-02-11 00:30	CST	393	A	2.40	A
USGS	05567500	2017-02-11 00:45	CST	396	A	2.41	A
USGS	05567500	2017-02-11 01:00	CST	396	A	2.41	A
USGS	05567500	2017-02-11 01:15	CST	396	A	2.41	A
USGS	05567500	2017-02-11 01:30	CST	399	A	2.42	A
USGS	05567500	2017-02-11 01:45	CST	396	A	2.41	A
USGS	05567500	2017-02-11 02:00	CST	396	A	2.41	A
USGS	05567500	2017-02-11 02:15	CST	399	A	2.42	A
USGS	05567500	2017-02-11 02:30	CST	399	A	2.42	A
USGS	05567500	2017-02-11 02:45	CST	396	A	2.41	A
USGS	05567500	2017-02-11 03:00	CST	399	A	2.42	A
USGS	05567500	2017-02-11 03:15	CST	399	A	2.42	A
USGS	05567500	2017-02-11 03:30	CST	402	A	2.43	A
USGS	05567500	2017-02-11 03:45	CST	402	A	2.43	A
USGS	05567500	2017-02-11 04:00	CST	402	A	2.43	A
USGS	05567500	2017-02-11 04:15	CST	402	A	2.43	A
USGS	05567500	2017-02-11 04:30	CST	405	A	2.44	A
USGS	05567500	2017-02-11 04:45	CST	405	A	2.44	A
USGS	05567500	2017-02-11 05:00	CST	402	A	2.43	A
USGS	05567500	2017-02-11 05:15	CST	405	A	2.44	A
USGS	05567500	2017-02-11 05:30	CST	405	A	2.44	A
USGS	05567500	2017-02-11 05:45	CST	409	A	2.45	A
USGS	05567500	2017-02-11 06:00	CST	409	A	2.45	A
USGS	05567500	2017-02-11 06:15	CST	412	A	2.46	A
USGS	05567500	2017-02-11 06:30	CST	412	A	2.46	A
USGS	05567500	2017-02-11 06:45	CST	418	A	2.47	A
USGS	05567500	2017-02-11 07:00	CST	421	A	2.48	A
USGS	05567500	2017-02-11 07:15	CST	418	A	2.47	A
USGS	05567500	2017-02-11 07:30	CST	418	A	2.47	A
USGS	05567500	2017-02-11 07:45	CST	421	A	2.48	A
USGS	05567500	2017-02-11 08:00	CST	421	A	2.48	A
USGS	05567500	2017-02-11 08:15	CST	425	A	2.49	A
USGS	05567500	2017-02-11 08:30	CST	421	A	2.48	A
USGS	05567500	2017-02-11 08:45	CST	425	A	2.49	A
USGS	05567500	2017-02-11 09:00	CST	421	A	2.48	A
USGS	05567500	2017-02-11 09:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 09:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 09:45	CST	425	A	2.49	A
USGS	05567500	2017-02-11 10:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 10:15	CST	425	A	2.49	A
USGS	05567500	2017-02-11 10:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 10:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 11:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 11:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 11:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 11:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 12:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 12:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 12:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 12:45	CST	431	A	2.51	A
USGS	05567500	2017-02-11 13:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 13:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 13:30	CST	431	A	2.51	A
USGS	05567500	2017-02-11 13:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 14:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 14:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 14:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 14:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 15:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 15:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 15:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 15:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 16:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 16:15	CST	425	A	2.49	A
USGS	05567500	2017-02-11 16:30	CST	431	A	2.51	A
USGS	05567500	2017-02-11 16:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 17:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 17:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 17:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 17:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 18:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 18:15	CST	425	A	2.49	A
USGS	05567500	2017-02-11 18:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 18:45	CST	425	A	2.49	A
USGS	05567500	2017-02-11 19:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 19:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 19:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 19:45	CST	428	A	2.50	A
USGS	05567500	2017-02-11 20:00	CST	428	A	2.50	A
USGS	05567500	2017-02-11 20:15	CST	428	A	2.50	A
USGS	05567500	2017-02-11 20:30	CST	428	A	2.50	A
USGS	05567500	2017-02-11 20:45	CST	425	A	2.49	A
USGS	05567500	2017-02-11 21:00	CST	425	A	2.49	A
USGS	05567500	2017-02-11 21:15	CST	431	A	2.51	A
USGS	05567500	2017-02-11 21:30	CST	425	A	2.49	A
USGS	05567500	2017-02-11 21:45	CST	431	A	2.51	A
USGS	05567500	2017-02-11 22:00	CST	438	A	2.53	A
USGS	05567500	2017-02-11 22:15	CST	435	A	2.52	A
USGS	05567500	2017-02-11 22:30	CST	431	A	2.51	A
USGS	05567500	2017-02-11 22:45	CST	438	A	2.53	A
USGS	05567500	2017-02-11 23:00	CST	441	A	2.54	A
USGS	05567500	2017-02-11 23:15	CST	444	A	2.55	A
USGS	05567500	2017-02-11 23:30	CST	444	A	2.55	A
USGS	05567500	2017-02-11 23:45	CST	444	A	2.55	A
USGS	05567500	2017-02-12 00:00	CST	451	A	2.57	A
USGS	05567500	2017-02-12 00:15	CST	451	A	2.57	A
USGS	05567500	2017-02-12 00:30	CST	451	A	2.57	A
USGS	05567500	2017-02-12 00:45	CST	454	A	2.58	A
USGS	05567500	2017-02-12 01:00	CST	454	A	2.58	A
USGS	05567500	2017-02-12 01:15	CST	458	A	2.59	A
USGS	05567500	2017-02-12 01:30	CST	461	A	2.60	A
USGS	05567500	2017-02-12 01:45	CST	465	A	2.61	A
USGS	05567500	2017-02-12 02:00	CST	465	A	2.61	A
USGS	05567500	2017-02-12 02:15	CST	465	A	2.61	A
USGS	05567500	2017-02-12 02:30	CST	468	A	2.62	A
USGS	05567500	2017-02-12 02:45	CST	471	A	2.63	A
USGS	05567500	2017-02-12 03:00	CST	475	A	2.64	A
USGS	05567500	2017-02-12 03:15	CST	482	A	2.65	A
USGS	05567500	2017-02-12 03:30	CST	485	A	2.66	A
USGS	05567500	2017-02-12 03:45	CST	488	A	2.67	A
USGS	05567500	2017-02-12 04:00	CST	488	A	2.67	A
USGS	05567500	2017-02-12 04:15	CST	495	A	2.69	A
USGS	05567500	2017-02-12 04:30	CST	499	A	2.70	A
USGS	05567500	2017-02-12 04:45	CST	499	A	2.70	A
USGS	05567500	2017-02-12 05:00	CST	506	A	2.72	A
USGS	05567500	2017-02-12 05:15	CST	509	A	2.73	A
USGS	05567500	2017-02-12 05:30	CST	513	A	2.74	A
USGS	05567500	2017-02-12 05:45	CST	516	A	2.75	A
USGS	05567500	2017-02-12 06:00	CST	520	A	2.76	A
USGS	05567500	2017-02-12 06:15	CST	524	A	2.77	A
USGS	05567500	2017-02-12 06:30	CST	531	A	2.79	A
USGS	05567500	2017-02-12 06:45	CST	534	A	2.80	A
USGS	05567500	2017-02-12 07:00	CST	538	A	2.81	A
USGS	05567500	2017-02-12 07:15	CST	541	A	2.82	A
USGS	05567500	2017-02-12 07:30	CST	549	A	2.83	A
USGS	05567500	2017-02-12 07:45	CST	556	A	2.85	A
USGS	05567500	2017-02-12 08:00	CST	560	A	2.86	A
USGS	05567500	2017-02-12 08:15	CST	560	A	2.86	A
USGS	05567500	2017-02-12 08:30	CST	567	A	2.88	A
USGS	05567500	2017-02-12 08:45	CST	571	A	2.89	A
USGS	05567500	2017-02-12 09:00	CST	574	A	2.90	A
USGS	05567500	2017-02-12 09:15	CST	578	A	2.91	A
USGS	05567500	2017-02-12 09:30	CST	582	A	2.92	A
USGS	05567500	2017-02-12 09:45	CST	586	A	2.93	A
USGS	05567500	2017-02-12 10:00	CST	593	A	2.95	A
USGS	05567500	2017-02-12 10:15	CST	597	A	2.96	A
USGS	05567500	2017-02-12 10:30	CST	604	A	2.98	A
USGS	05567500	2017-02-12 10:45	CST	604	A	2.98	A
USGS	05567500	2017-02-12 11:00	CST	623	A	3.02	A
USGS	05567500	2017-02-12 11:15	CST	627	A	3.03	A
USGS	05567500	2017-02-12 11:30	CST	631	A	3.04	A
USGS	05567500	2017-02-12 11:45	CST	635	A	3.05	A
USGS	05567500	2017-02-12 12:00	CST	643	A	3.07	A
USGS	05567500	2017-02-12 12:15	CST	647	A	3.08	A
USGS	05567500	2017-02-12 12:30	CST	658	A	3.11	A
USGS	05567500	2017-02-12 12:45	CST	666	A	3.13	A
USGS	05567500	2017-02-12 13:00	CST	670	A	3.14	A
USGS	05567500	2017-02-12 13:15	CST	678	A	3.16	A
USGS	05567500	2017-02-12 13:30	CST	682	A	3.17	A
USGS	05567500	2017-02-12 13:45	CST	694	A	3.19	A
USGS	05567500	2017-02-12 14:00	CST	698	A	3.20	A
USGS	05567500	2017-02-12 14:15	CST	710	A	3.23	A
USGS	05567500	2017-02-12 14:30	CST	715	A	3.24	A
USGS	05567500	2017-02-12 14:45	CST	719	A	3.25	A
USGS	05567500	2017-02-12 15:00	CST	731	A	3.28	A
USGS	05567500	2017-02-12 15:15	CST	731	A	3.28	A
USGS	05567500	2017-02-12 15:30	CST	739	A	3.30	A
USGS	05567500	2017-02-12 15:45	CST	743	A	3.31	A
USGS	05567500	2017-02-12 16:00	CST	747	A	3.32	A
USGS	05567500	2017-02-12 16:15	CST	756	A	3.34	A
USGS	05567500	2017-02-12 16:30	CST	764	A	3.36	A
USGS	05567500	2017-02-12 16:45	CST	764	A	3.36	A
USGS	05567500	2017-02-12 17:00	CST	768	A	3.37	A
USGS	05567500	2017-02-12 17:15	CST	777	A	3.38	A
USGS	05567500	2017-02-12 17:30	CST	789	A	3.41	A
USGS	05567500	2017-02-12 17:45	CST	794	A	3.42	A
USGS	05567500	2017-02-12 18:00	CST	789	A	3.41	A
USGS	05567500	2017-02-12 18:15	CST	798	A	3.43	A
USGS	05567500	2017-02-12 18:30	CST	802	A	3.44	A
USGS	05567500	2017-02-12 18:45	CST	815	A	3.47	A
USGS	05567500	2017-02-12 19:00	CST	811	A	3.46	A
USGS	05567500	2017-02-12 19:15	CST	819	A	3.48	A
USGS	05567500	2017-02-12 19:30	CST	824	A	3.49	A
USGS	05567500	2017-02-12 19:45	CST	824	A	3.49	A
USGS	05567500	2017-02-12 20:00	CST	828	A	3.50	A
USGS	05567500	2017-02-12 20:15	CST	828	A	3.50	A
USGS	05567500	2017-02-12 20:30	CST	837	A	3.52	A
USGS	05567500	2017-02-12 20:45	CST	837	A	3.52	A
USGS	05567500	2017-02-12 21:00	CST	837	A	3.52	A
USGS	05567500	2017-02-12 21:15	CST	850	A	3.55	A
USGS	05567500	2017-02-12 21:30	CST	850	A	3.55	A
USGS	05567500	2017-02-12 21:45	CST	850	A	3.55	A
USGS	05567500	2017-02-12 22:00	CST	863	A	3.57	A
USGS	05567500	2017-02-12 22:15	CST	859	A	3.56	A
USGS	05567500	2017-02-12 22:30	CST	863	A	3.57	A
USGS	05567500	2017-02-12 22:45	CST	863	A	3.57	A
USGS	05567500	2017-02-12 23:00	CST	868	A	3.58	A
USGS	05567500	2017-02-12 23:15	CST	868	A	3.58	A
USGS	05567500	2017-02-12 23:30	CST	868	A	3.58	A
USGS	05567500	2017-02-12 23:45	CST	868	A	3.58	A
USGS	05567500	2017-02-13 00:00	CST	872	A	3.59	A
USGS	05567500	2017-02-13 00:15	CST	868	A	3.58	A
USGS	05567500	2017-02-13 00:30	CST	881	A	3.61	A
USGS	05567500	2017-02-13 00:45	CST	872	A	3.59	A
USGS	05567500	2017-02-13 01:00	CST	872	A	3.59	A
USGS	05567500	2017-02-13 01:15	CST	876	A	3.60	A
USGS	05567500	2017-02-13 01:30	CST	876	A	3.60	A
USGS	05567500	2017-02-13 01:45	CST	876	A	3.60	A
USGS	05567500	2017-02-13 02:00	CST	876	A	3.60	A
USGS	05567500	2017-02-13 02:15	CST	876	A	3.60	A
USGS	05567500	2017-02-13 02:30	CST	876	A	3.60	A
USGS	05567500	2017-02-13 02:45	CST	876	A	3.60	A
USGS	05567500	2017-02-13 03:00	CST	876	A	3.60	A
USGS	05567500	2017-02-13 03:15	CST	881	A	3.61	A
USGS	05567500	2017-02-13 03:30	CST	876	A	3.60	A
USGS	05567500	2017-02-13 03:45	CST	876	A	3.60	A
USGS	05567500	2017-02-13 04:00	CST	876	A	3.60	A
USGS	05567500	2017-02-13 04:15	CST	881	A	3.61	A
USGS	05567500	2017-02-13 04:30	CST	876	A	3.60	A
USGS	05567500	2017-02-13 04:45	CST	876	A	3.60	A
USGS	05567500	2017-02-13 05:00	CST	881	A	3.61	A
USGS	05567500	2017-02-13 05:15	CST	881	A	3.61	A
USGS	05567500	2017-02-13 05:30	CST	881	A	3.61	A
USGS	05567500	2017-02-13 05:45	CST	872	A	3.59	A
USGS	05567500	2017-02-13 06:00	CST	876	A	3.60	A
USGS	05567500	2017-02-13 06:15	CST	876	A	3.60	A
USGS	05567500	2017-02-13 06:30	CST	868	A	3.58	A
USGS	05567500	2017-02-13 06:45	CST	876	A	3.60	A
USGS	05567500	2017-02-13 07:00	CST	868	A	3.58	A
USGS	05567500	2017-02-13 07:15	CST	868	A	3.58	A
USGS	05567500	2017-02-13 07:30	CST	863	A	3.57	A
USGS	05567500	2017-02-13 07:45	CST	868	A	3.58	A
USGS	05567500	2017-02-13 08:00	CST	863	A	3.57	A
USGS	05567500	2017-02-13 08:15	CST	859	A	3.56	A
USGS	05567500	2017-02-13 08:30	CST	859	A	3.56	A
USGS	05567500	2017-02-13 08:45	CST	859	A	3.56	A
USGS	05567500	2017-02-13 09:00	CST	850	A	3.55	A
USGS	05567500	2017-02-13 09:15	CST	850	A	3.55	A
USGS	05567500	2017-02-13 09:30	CST	850	A	3.55	A
USGS	05567500	2017-02-13 09:45	CST	846	A	3.54	A
USGS	05567500	2017-02-13 10:00	CST	841	A	3.53	A
USGS	05567500	2017-02-13 10:15	CST	837	A	3.52	A
USGS	05567500	2017-02-13 10:30	CST	846	A	3.54	A
USGS	05567500	2017-02-13 10:45	CST	832	A	3.51	A
USGS	05567500	2017-02-13 11:00	CST	815	A	3.47	A
USGS	05567500	2017-02-13 11:15	CST	832	A	3.51	A
USGS	05567500	2017-02-13 11:30	CST	824	A	3.49	A
USGS	05567500	2017-02-13 11:45	CST	815	A	3.47	A
USGS	05567500	2017-02-13 12:00	CST	819	A	3.48	A
USGS	05567500	2017-02-13 12:15	CST	815	A	3.47	A
USGS	05567500	2017-02-13 12:30	CST	811	A	3.46	A
USGS	05567500	2017-02-13 12:45	CST	802	A	3.44	A
USGS	05567500	2017-02-13 13:00	CST	815	A	3.47	A
USGS	05567500	2017-02-13 13:15	CST	815	A	3.47	A
USGS	05567500	2017-02-13 13:30	CST	807	A	3.45	A
USGS	05567500	2017-02-13 13:45	CST	807	A	3.45	A
USGS	05567500	2017-02-13 14:00	CST	811	A	3.46	A
USGS	05567500	2017-02-13 14:15	CST	802	A	3.44	A
USGS	05567500	2017-02-13 14:30	CST	802	A	3.44	A
USGS	05567500	2017-02-13 14:45	CST	802	A	3.44	A
USGS	05567500	2017-02-13 15:00	CST	798	A	3.43	A
USGS	05567500	2017-02-13 15:15	CST	798	A	3.43	A
USGS	05567500	2017-02-13 15:30	CST	794	A	3.42	A
USGS	05567500	2017-02-13 15:45	CST	794	A	3.42	A
USGS	05567500	2017-02-13 16:00	CST	789	A	3.41	A
USGS	05567500	2017-02-13 16:15	CST	785	A	3.40	A
USGS	05567500	2017-02-13 16:30	CST	798	A	3.43	A
USGS	05567500	2017-02-13 16:45	CST	794	A	3.42	A
USGS	05567500	2017-02-13 17:00	CST	798	A	3.43	A
USGS	05567500	2017-02-13 17:15	CST	798	A	3.43	A
USGS	05567500	2017-02-13 17:30	CST	794	A	3.42	A
USGS	05567500	2017-02-13 17:45	CST	794	A	3.42	A
USGS	05567500	2017-02-13 18:00	CST	785	A	3.40	A
USGS	05567500	2017-02-13 18:15	CST	789	A	3.41	A
USGS	05567500	2017-02-13 18:30	CST	789	A	3.41	A
USGS	05567500	2017-02-13 18:45	CST	789	A	3.41	A
USGS	05567500	2017-02-13 19:00	CST	785	A	3.40	A
USGS	05567500	2017-02-13 19:15	CST	777	A	3.38	A
USGS	05567500	2017-02-13 19:30	CST	789	A	3.41	A
USGS	05567500	2017-02-13 19:45	CST	768	A	3.37	A
USGS	05567500	2017-02-13 20:00	CST	781	A	3.39	A
USGS	05567500	2017-02-13 20:15	CST	785	A	3.40	A
USGS	05567500	2017-02-13 20:30	CST	777	A	3.38	A
USGS	05567500	2017-02-13 20:45	CST	781	A	3.39	A
USGS	05567500	2017-02-13 21:00	CST	777	A	3.38	A
USGS	05567500	2017-02-13 21:15	CST	768	A	3.37	A
USGS	05567500	2017-02-13 21:30	CST	768	A	3.37	A
USGS	05567500	2017-02-13 21:45	CST	760	A	3.35	A
USGS	05567500	2017-02-13 22:00	CST	764	A	3.36	A
USGS	05567500	2017-02-13 22:15	CST	764	A	3.36	A
USGS	05567500	2017-02-13 22:30	CST	756	A	3.34	A
USGS	05567500	2017-02-13 22:45	CST	764	A	3.36	A
USGS	05567500	2017-02-13 23:00	CST	764	A	3.36	A
USGS	05567500	2017-02-13 23:15	CST	760	A	3.35	A
USGS	05567500	2017-02-13 23:30	CST	760	A	3.35	A
USGS	05567500	2017-02-13 23:45	CST	752	A	3.33	A
USGS	05567500	2017-02-14 00:00	CST	756	A	3.34	A
USGS	05567500	2017-02-14 00:15	CST	756	A	3.34	A
USGS	05567500	2017-02-14 00:30	CST	747	A	3.32	A
USGS	05567500	2017-02-14 00:45	CST	747	A	3.32	A
USGS	05567500	2017-02-14 01:00	CST	747	A	3.32	A
USGS	05567500	2017-02-14 01:15	CST	731	A	3.28	A
USGS	05567500	2017-02-14 01:30	CST	739	A	3.30	A
USGS	05567500	2017-02-14 01:45	CST	735	A	3.29	A
USGS	05567500	2017-02-14 02:00	CST	727	A	3.27	A
USGS	05567500	2017-02-14 02:15	CST	735	A	3.29	A
USGS	05567500	2017-02-14 02:30	CST	743	A	3.31	A
USGS	05567500	2017-02-14 02:45	CST	739	A	3.30	A
USGS	05567500	2017-02-14 03:00	CST	731	A	3.28	A
USGS	05567500	2017-02-14 03:15	CST	735	A	3.29	A
USGS	05567500	2017-02-14 03:30	CST	735	A	3.29	A
USGS	05567500	2017-02-14 03:45	CST	735	A	3.29	A
USGS	05567500	2017-02-14 04:00	CST	735	A	3.29	A
USGS	05567500	2017-02-14 04:15	CST	735	A	3.29	A
USGS	05567500	2017-02-14 04:30	CST	731	A	3.28	A
USGS	05567500	2017-02-14 04:45	CST	735	A	3.29	A
USGS	05567500	2017-02-14 05:00	CST	739	A	3.30	A
USGS	05567500	2017-02-14 05:15	CST	735	A	3.29	A
USGS	05567500	2017-02-14 05:30	CST	735	A	3.29	A
USGS	05567500	2017-02-14 05:45	CST	723	A	3.26	A
USGS	05567500	2017-02-14 06:00	CST	731	A	3.28	A
USGS	05567500	2017-02-14 06:15	CST	731	A	3.28	A
USGS	05567500	2017-02-14 06:30	CST	735	A	3.29	A
USGS	05567500	2017-02-14 06:45	CST	727	A	3.27	A
USGS	05567500	2017-02-14 07:00	CST	723	A	3.26	A
USGS	05567500	2017-02-14 07:15	CST	723	A	3.26	A
USGS	05567500	2017-02-14 07:30	CST	723	A	3.26	A
USGS	05567500	2017-02-14 07:45	CST	727	A	3.27	A
USGS	05567500	2017-02-14 08:00	CST	727	A	3.27	A
USGS	05567500	2017-02-14 08:15	CST	723	A	3.26	A
USGS	05567500	2017-02-14 08:30	CST	723	A	3.26	A
USGS	05567500	2017-02-14 08:45	CST	719	A	3.25	A
USGS	05567500	2017-02-14 09:00	CST	715	A	3.24	A
USGS	05567500	2017-02-14 09:15	CST	719	A	3.25	A
USGS	05567500	2017-02-14 09:30	CST	715	A	3.24	A
